real-time reverse transcription polymerase chain reaction	in-context	viral
real-time reverse transcription polymerase chain reaction	same-as	RT-PCR
real-time reverse-transcriptase polymerase-chain-reaction	same-as	RT-PCR
reason	subject	SARS-COV-2
reason	target	liver injury
received	subject	patients
received	target	administration
received	target	glucocorticoid
received	target	intravenous immunoglobulin
receptor	has-property	same
receptor	in-context	NL63
receptor	in-context	SARS-Cov
receptor	same-as	ACE2
receptor binding domain	same-as	RBD
receptor binding domain	same-as	domain
receptor binding motif	same-as	RBM
receptor-binding domain	in-context	SARS-CoV
receptor-binding domain	in-context	domain
receptor-binding domain	same-as	RBD
receptors	has-property	cellular
receptors	subject	infection
recipients	has-property	hematopoietic cellular transplant
recipients	in-context	HCT
recognition	entails	improve
recognition	target	action
recognition	target	target
recognized	subject	2019-nCoV
recognized	subject	responses
recognized	target	human immune responses
recognized	target	regions
recombinant ACE2	is-a	protein
recombinant S 103 protein	is-a	product
recombinant SARS-CoV-2	has-part	proteins
recombination	causes	2019-nCoV
recombination	causes	S 103 protein
recombination	causes	arose
recombination	entails	similarity
recombination	has-property	product
recombination	in-place	in-cell
recombination	subject	clade 1
recombination	subject	other
recombination	target	CCoV sequences
recombination	target	in-cell
recombination	target	other clades
recombination	target	sequences
recovery	entails	could not
recovery	has-property	quick
recovery	subject	most
recruiting	causes	maintains
recruiting	in-place	sites of DNA damage
recruiting	subject	PARP2
recruiting	target	DNA repair machinery
rectal swabs	in-time	18
recurrence	in-context	COVID-19 virus
recurrence	subject	COVID-19
red	in-context	homology
reduce	entails	detect
reduce	in-context	restricting
reduce	subject	avoidance
reduce	subject	contact rate
reduce	subject	detection
reduce	subject	people
reduce	subject	policies
reduce	target	contact rate
reduce	target	growth
reduce	target	information
reduce	target	quarantine
reduce	target	risk
reduced	in-context	patients
reduced	in-place	patients
reduced	subject	activity
reduced	subject	treatment
reduced	target	inflammation
reduced	target	mortality
reduced	target	stay
reduces	has-property	proportion
reduces	in-time	matches
reduces	subject	best clinical response
reduces	subject	intervention
reduces	target	density
reduces	target	risk
reducing	causes	outbreak
reducing	in-context	below
reducing	in-context	risk areas
reducing	in-context	unity
reducing	target	SARS-CoV-2
reducing	target	number
reducing	target	reproduction number
reducing	target	risk
reducing the airborne	in-context	SARS-CoV-2
reducing the airborne	in-place	risk areas
reduction	has-property	significant
reduction	in-context	50%
reduction	in-context	fitness
reduction	in-place	china
reduction	in-time	after about 11 days
reduction	subject	cases
reduction	subject	substitutions
reduction	target	cases
reduction	target	confirmed cases
reduction	target	host-specific fitness
reduction	target	incidence
reduction	target	mobility
reduction	target	transmissibility
reference-sequence-based	has-property	straightforward
reflects	same-as	present
reflects	subject	delay
reflects	target	time
refractory metabolic acidosis	is-a	complications
regimens	causes	failure
regimens	causes	outcomes
regimens	causes	progression
regimens	has-property	empiric
regimens	in-context	microbe
regimens	in-context	situations
regions	has-property	N-terminal
regions	has-property	multiple
regions	has-property	specific
regions	in-context	2019-nCoV
regions	in-context	S
regression	has-property	Logistic
regulate	in-place	lung epithelial cells
regulate	subject	SARS-CoV 3a protein
regulate	target	expression of fibrinogen
regulation	has-property	immune
related	has-property	closely
related	has-property	distantly
related	has-property	positively
related	has-property	sequence identity
related	in-context	SARS-CoV
related	in-context	humidity
related	in-context	induced
related	in-context	intermediates
related	in-context	organisms
related	in-context	response
related	subject	2019-nCoV
related	subject	82%
related	subject	COVID-19
related	subject	SARS
related	subject	SARS-CoV
related	subject	SARS-Cov
related	subject	increase
related	subject	injury
related	subject	isolates
related	subject	virus
related	target	2019-nCoV
related	target	COVID-19
related	target	CoV
related	target	SARS-CoV
related	target	aspects
related	target	density
related	target	lower
related	target	measures
related	target	other Coronavirus organism
related	target	policies
related	target	severity
related	target	transportation
related to	subject	NLR
related to	subject	it
related to	target	activation
related to	target	disease severity
related to	target	response
relationship	has-property	negative
relationship	has-property	positive
relationship	in-context	negative
relationship	in-context	positive
relationship	subject	severity
relationship	target	life satisfaction
relationship	target	satisfaction
relationship	target	severity
relative	has-property	translated
relative	in-context	structural
relative	target	proteins
release	in-context	dose-dependent
release	in-context	dose-dependent manner
release	subject	macrophages
release	subject	monocytes
release	target	COVID-19 patients
release	target	cytokine
release	target	cytokines
release	target	pro-inflammatory cytokines
reluctant	target	spread
remained detectable	in-context	hospitalization
remained detectable	in-place	rectal swabs
remained detectable	in-place	throat
remained detectable	in-time	until day 11 and 18
remained detectable	subject	real time RT-20 PCR
remained detectable	target	SARS-CoV-2 RNA
remains	in-time	Currently
remains	subject	COVID-19
remains	subject	interpersonal transmission capabilities
remains	target	unknown
remdesivir	causes	antiviral activities
remdesivir	has-property	inhibitor
remdesivir	has-property	potential
remdesivir	in-context	2019-nCov
remdesivir	in-context	DMSO control group
replacement	has-property	early
replacement	in-context	renal
replication	causes	genome
replication	in-context	donor
replication	in-context	polymerase
replication	subject	virus
replication	target	donor
replicative forms	entails	derived
replicative forms	entails	origin
replicative forms	same-as	anti-sense viral genome
report	entails	secretion
report	has-property	high spatial fidelity
report	has-property	temporal fidelity
report	in-place	spectral profile
report	in-time	incubation period
report	subject	optical probe
report	subject	studies
report	target	catecholamine dynamics
report	target	values
reported	entails	cases
reported	in-context	patients
reported	in-context	period
reported	subject	deaths
reported	subject	four
reported	subject	patients
reported	subject	studies
reported	target	change
reported	target	date
reported	target	deaths
reported	target	experienced
reported	target	first deaths
reported	target	history
reported	target	neurological manifestations
reported	target	occur
reported	target	patients
reported findings	subject	Guan et al 4
reported findings	target	SARS-CoV-2
reported,	entails	infection fatality risk (IFR)
reported,	target	individuals
reports	has-part	batch
reports	has-part	data
represents	subject	Domestication
represents	subject	seasonality factor
represents	subject	sporulation
represents	target	change
represents	target	seasonal variation
repression	has-property	transcriptional
reproduction number	has-property	basic
reproduction number	in-context	COVID-19
reproductive number	has-property	effective
reproductive number	in-context	COVID-19
reproductive number	in-place	Hubei
reproductive number	same-as	R
reproductive number	same-as	range
repurposing	in-place	silico
repurposing	target	drug
require	has-property	rare
require	in-place	UK
require	subject	case
require	subject	patients
require	target	care
required	in-context	H5N1
required	in-context	H7N1
required	in-context	lysis
required	same-as	8.65%
required	subject	Patients
required	subject	former
required	target	H5N1
required	target	H7N1
required	target	ICU
required	target	ICU care
required	target	intervention
requires	subject	child
requires	target	care
requires	target	child care
requiring	subject	failure
requiring	subject	those
requiring	target	ICU care
requiring	target	ventilation
resemble	subject	features
resemble	target	MERS
resemble	target	SARS
resident T cells	is-a	T cells
residues	has-property	12
residues	has-property	P-loop
residues	has-property	aromatic
residues	has-property	charged
residues	has-property	conserved
residues	has-property	functions
residues	has-property	motif VI
residues	has-property	specific
residues	in-context	168-289
residues	in-context	P-loop
residues	in-context	SARS-2002
residues	in-context	crystal structure
residues	in-context	motif VI
residues	in-place	interface
residues	same-as	40%
residues 424-494	in-place	domain
residues 424-494	same-as	motif
resolved	subject	symptoms
resources	has-property	limited
respiratory	has-property	severe
respiratory	is-a	disease
respiratory air droplets	is-a	transmission route
respiratory distress	has-property	acute
respiratory distress	in-context	HCT recipients
respiratory distress	in-context	acute
respiratory distress	in-place	HCT recipients
respiratory droplets	in-context	COVID-19
respiratory droplets	is-a	transmission mode
respiratory illnesses	has-property	acute
respiratory infections	in-context	immunocompromised patients
respiratory infections	in-place	immunocompromised patients
respiratory pathogen	in-context	common
respiratory pathogenicity	has-property	recognized
respiratory symptoms	has-property	lower
respiratory syndrome	has-property	acute
respiratory syndrome	has-property	severe
respiratory syndrome	in-context	COVID-19
responding	entails	differences
responding	subject	RSCs 27
responding	subject	stem cells
responding	target	IFN-I
response	causes	cope
response	causes	deprivation
response	entails	activating
response	has-property	blood immune
response	has-property	delayed
response	has-property	extreme
response	has-property	immune
response	has-property	immunologic
response	has-property	psychological
response	in-context	infection
response	in-context	patients
response	in-context	stress
response	subject	blood
response	subject	cells
response	subject	host
response	target	infection
response	target	starvation
responses	in-context	immune
responsible	in-context	mechanistically
responsible of	subject	SARS-CoV-2
responsible of	target	COIVD-19
restricting	target	exposure
result	has-property	positive
result	in-context	RT-PCR
result	subject	infection
result	target	growth performance
resulted	in-place	103
resulted	in-time	07 March 2020
resulted	subject	outbreaks
resulted	target	106,893
resulted	target	3,639
resulting	has-property	thiohemiketal
resulting	in-place	R
resulting	in-place	S
resulting	subject	reduces
resulting	target	equivalent
results	causes	route
results	entails	contribute
results	entails	demonstration
results	entails	depends
results	entails	intervention
results	entails	mean
results	entails	mortality
results	entails	paid attention
results	has-property	consistent
results	has-property	experimental
results	has-property	pending
results	in-context	MSA
results	in-context	prediction
retain	subject	landscapes
retain	target	width
retaining	subject	strains
retaining	subject	these
retaining	target	cycle
retaining	target	life cycle
retains	subject	iNO gas
retains	target	activity
reticulum-Golgi	has-part	intermediate compartment
revealed	in-place	region
revealed	subject	Analysis
revealed	subject	analysis
revealed	subject	our study
revealed	subject	reports
revealed	subject	study
revealed	subject	value
revealed	target	SARS-CoV-2
revealed	target	correlation
revealed	target	driver
revealed	target	it
revealed	target	motifs
revealed	target	similar
revealed	target	storms
revealed	target	three conserved sequence motifs
reveals	subject	Superposition
reveals	target	path
reverse transcription polymerase chain reaction	same-as	RT-PCR
rhinovirus	has-property	species C
rhinovirus	is-a	pathogen
rhinovirus	is-a	rhinovirus
rhinovirus	same-as	RV
ring	has-part	loop
ring	in-context	structures
ring-finger	has-property	loop
rise	has-property	exponential
rise	target	cases
risk	entails	results
risk	has-property	areas
risk	has-property	cumulative
risk	has-property	high
risk	has-property	higher
risk	has-property	increased
risk	has-property	relative
risk	in-context	A
risk	in-context	COVID-19
risk	in-context	OR
risk	in-context	acquiring
risk	in-context	death
risk	in-context	infection
risk	in-context	problems
risk	subject	circle
risk	subject	patients
risk	target	complications
risk	target	pneumonia
risk areas	has-property	high
risk distribution trend	has-property	similar
risk distribution trend	in-context	ABO
risk distribution trend	in-context	infection
risk distribution trend	in-place	113
risk factor	in-context	AMI
risk factor	in-place	patients
risk factor	subject	severity
risk factor	target	AMI
risk group	has-property	susceptible
risks	has-property	association
risks	has-property	different
ritonavir	has-property	therapeutic effect
ritonavir	is-a	HIV-1 protease inhibitors
ritonavir	is-a	candidates
ritonavir	is-a	inhibitors
robustness	in-context	marker
role	has-property	functional
role	has-property	gender
role	has-property	immune-regulating
role	has-property	lacking
role	has-property	similar
role	in-context	DHODHi
role	in-context	DUSP1
role	in-context	PL
role	in-context	immune-regulating
role	in-context	modulating
role	in-context	pathogen
role	in-context	virus
role	subject	ligands
role	target	modulating
roles	in-context	T
root-mean-square fluctuation	in-context	100ns
root-mean-square fluctuation	in-context	energy snapshot
root-mean-square fluctuation	in-place	residue
root-mean-square fluctuation	same-as	RMSF
route	in-context	SARS-CoV-2
rule	in-context	coronavirus evolution
s not closer	is-a	ORF3b
s not closer	target	ORF3b
safety	in-context	Those
safety	in-context	drugs
salt-bridge	has-property	strong
salt-bridge	in-context	ACE2
salt-bridge	in-context	SARS-CoV RBD
sample	entails	decrease
sample	has-property	big
sample	has-property	period
sample	in-context	data
sample processing steps	causes	application
sample processing steps	has-property	laborious
sample processing steps	has-property	time-consuming
samples	has-property	BtCoV
samples	has-property	COVID-19
samples	has-property	MERS
samples	has-property	MHV
samples	has-property	Only
samples	has-property	RT-LAMP reactions
samples	has-property	batches
samples	in-context	blood
samples	in-context	respiratory
sanitization	causes	reducing
sanitization	has-property	effectiveness
sanitization	in-context	reducing the airborne
sanitization	is-a	measures
sanitization	target	hand
satellite	in-context	L-A
satellite RNA	in-context	L-A
satisfaction	in-context	life
scaffols	has-property	different
scale	has-property	identity
scale	in-context	SARS-CoV S
scale	in-context	modeled proteins
scan	in-context	CT
scenario	has-property	necessary
scenario	has-property	possible
scenario	in-context	allow
scenario	in-context	containment
score PPID	in-context	mean
score PPID	subject	Bat CoV
score PPID	subject	Human SARS
score PPID	subject	SARS-CoV-2
score PPID	target	1.12%
score PPID	target	1.41%
score PPID	target	1.85%
scored	subject	genome
scored	subject	plaque assay
scored	target	genome
scored	target	plaque assay
screening	causes	identification
screening	has-property	based
screening	has-property	dependent
screening	has-property	effectiveness
screening	has-property	important
screening	has-property	rapid
screening	in-context	COVID-19
screening	in-context	population
screening	in-context	populations
screening	in-place	population
screening	target	cases
screening	target	patients
screening	target	populations
screening	target	suspect cases
screening	target	temperature
season	has-property	cold
seasonal variation	has-property	amplitude
seasonal variation	has-property	half the amplitude
seasonal variation	in-context	R0
seasonal variation	in-context	amount
seasonal variation	in-context	betacoronaviruses
seasonal variation in R0	has-property	amplitude
seasonality factor	entails	half the amplitude
seasonality factor	entails	is half
seasonality factor	has-property	0.5
seasonality factor	in-context	0.5
seasonality factor	same-as	variation
second	has-property	following
second	in-context	conformation
second	is-a	week
secretion	in-context	cytokines
secretion	in-context	patients
secretion	in-place	jelly
secretion	subject	cytokines
secretion	subject	its
secretion	subject	viral RNA
segment	has-part	residues
segment	has-property	disordered
segment	has-property	unstructured
segment	in-place	145-289 residues
segment	in-place	168-289 residues
selected	in-context	only
selected	target	one pair
selection	has-property	diversifying
selection	has-property	negative
selection	has-property	positive
selection	has-property	positive diversifying
selection	has-property	purifying
selection	has-property	stronger
selection	in-context	evolution
selection	in-context	spike gene
selection	target	genome
self-isolation	is-a	measures
self-production	in-context	self-isolation
self-production	is-a	measures
self-quarantine	has-property	increased
self-quarantine	is-a	measures
selfisolate	causes	financial and health implications
selfisolate	in-time	pending
selfisolate	in-time	resolved
selfisolate	subject	Patients
sensitive	in-context	crRNA concentration
sensitive	in-place	our samples
sensitivity	has-property	improved
sensitivity	in-context	100%
sensitivity	in-context	microbial detection
septic shock	is-a	complications
sequence	has-property	conserved
sequence	has-property	identity
sequence	has-property	interface
sequence	in-context	Nucleotide
sequence	in-context	S
sequence	in-context	S-29
sequence	in-context	SARS-CoV
sequence identity	has-property	96.08%
sequence identity	in-context	79%
sequence identity	in-context	79.6%
sequence identity	in-context	whole-genome level
sequence identity	target	3CL
sequence similarities	in-context	90%
sequence similarity	has-part	59.09%
sequence similarity	has-property	54.55%
sequence similarity	in-context	54.55%
sequence similarity	in-context	59.09%
sequences	has-part	all known viruses
sequences	has-property	RNA
sequences	has-property	conserved
sequences	has-property	long
sequences	has-property	microarrays
sequences	in-context	CTT
sequences	in-context	RBD
sequences	in-context	SARS-CoV-2
sequencing	causes	understanding
sequencing	has-property	comparative
sequencing	has-property	ongoing
sequencing	in-place	areas
sequencing	subject	7
sequencing	target	cases
serial interval	has-property	assumed
serial interval	is-a	aspects
serial intervals estimates	causes	overestimation
serial intervals estimates	in-context	data
serial ultrasound	in-context	women
serial ultrasound	is-a	monitoring
series	has-part	patients
series	has-property	one case
serine	same-as	S
serious	in-time	initial
serologic	causes	bias
serotype I	in-context	sequences
services	has-property	maternity
set	has-property	training
settings	has-property	field
severe	has-property	more
severe	in-context	COVID-19
severe	in-context	MERS-CoV
severe	in-context	SARS-CoV
severe	in-context	condition
severe	is-a	conditions
severe	is-a	patients
severe acute respiratory syndrome	has-property	bat-derived
severe acute respiratory syndrome	is-a	coronaviruses
severe acute respiratory syndrome	same-as	SARS
severe acute respiratory syndrome -CoV-2	same-as	(2019-nCoV
severe acute respiratory syndrome -CoV-2	same-as	SARS -CoV-2
severe acute respiratory syndrome -CoV-2	same-as	coronavirus
severe acute respiratory syndrome coronavirus	same-as	SARS-CoV
severe acute respiratory syndrome coronavirus 2	causes	outbreak
severe acute respiratory syndrome coronavirus 2	has-property	novel
severe acute respiratory syndrome coronavirus 2	same-as	SARS-CoV-2
severe influenza A	same-as	H1N1
severe respiratory disease	entails	death
severity	entails	severity
severity	has-property	Similar
severity	has-property	associated
severity	has-property	clinical
severity	has-property	wide spectrum
severity	in-context	COVID-19
severity	in-context	NCP
severity	in-context	clinical
severity	in-context	disease
severity	in-context	lymphocytopenia
severity	in-context	patients
severity	in-place	location
severity	in-time	first time
severity	same-as	risk factor
severity	target	COVID-19
severity	target	lymphocytopenia
sex	has-property	vaginal
sexual behavior	has-property	complexity
shadows	has-property	patchy
shares	subject	Virus sequence
shares	subject	sequence
shares	target	homology
shares	target	more
shifts	has-property	larger
shifts	in-context	hexamer
shifts	in-place	hexamer
shortage	in-context	protective materials
shorter	in-context	population
shortness of breath	is-a	symptoms
should be	subject	people
should be	target	very cautious
should be observed	in-context	study
should be observed	target	outcomes
show	entails	indicating
show	has-property	damage
show	in-context	exudates
show	subject	Clinical studies
show	subject	features
show	target	associated
show	target	damage
show	target	desquamation
show	target	formation
showed	in-context	MERS-Cov
showed	in-context	SARS-Cov
showed	in-context	reduction
showed	in-context	study
showed	in-place	china
showed	in-time	To-date
showed	in-time	after
showed	in-time	hospitalization
showed	subject	Blood routine
showed	subject	CVL218
showed	subject	Construction
showed	subject	McLaellen
showed	subject	S1
showed	subject	S2
showed	subject	analysis
showed	subject	classification
showed	subject	colleges
showed	subject	curves
showed	subject	human populations
showed	subject	patients
showed	subject	populations
showed	subject	remdesivir
showed	subject	results
showed	subject	statistics
showed	subject	treatment
showed	target	ACE2
showed	target	abnormality
showed	target	antiviral activities
showed	target	correlation
showed	target	decrease
showed	target	decreased
showed	target	disparities
showed	target	effective
showed	target	exhibited
showed	target	had
showed	target	increase
showed	target	levels of LDH
showed	target	multi-organ damage
showed	target	multi-organ dysfunction
showed	target	organization
showed	target	progression
showed	target	proteins
showed	target	susceptibility
showing	target	,
showing	target	E
showing	target	N
shown	in-time	incubation period
shown	subject	antibodies
shown	subject	patients
shown	subject	studies
shown	target	ability
shown	target	belong
shown	target	regulate
shown	target	symptoms
shows	subject	COVID-19 spread
shows	target	can spread
signal	has-property	elevated
signal	in-context	ubiquitin
signal	in-place	TRIM25 KO cells
signaling pathway	in-context	interferon-MAPK
signaling pathway	is-a	response
signaling pathways	in-place	C3
significance	has-property	clinical
significance	has-property	statistical
significance	in-context	role
significance	target	pathogen
significant	same-as	~7%
silencing	target	siRNA
simian virus 40	has-property	pA
simian virus 40	same-as	SV40
similar	causes	expect
similar	entails	expect
similar	entails	facilitate
similar	has-property	genetically
similar	has-property	highly
similar	has-property	sufficiently
similar	in-context	ACE2
similar	in-context	FP1
similar	in-context	FP2
similar	in-context	S proteins
similar	in-context	SARS-CoV
similar	in-context	SARS-CoV S
similar	in-context	aspects
similar	in-context	form
similar	in-context	genetically
similar	in-context	influenza
similar	in-context	severe acute respiratory syndrome coronavirus
similar	in-context	that
similar	in-context	virus
similar	subject	2019-nCoV
similar	subject	COVID-19
similar	subject	FP1
similar	subject	FP2
similar	subject	One
similar	subject	One of these conformations
similar	subject	characteristics
similar	subject	proteins
similar	subject	stoichiometry
similar	subject	virus
similar	target	2003 SARS-CoV-1
similar	target	S
similar	target	form
similar	target	influenza
similar	target	receptor-binding domain
similar	target	severe acute respiratory syndrome coronavirus
similar	target	that
similar codon usage	has-part	SARS-CoV-2 198
similar codon usage	in-context	SARS-CoV-2
similar codon usage	in-context	other viruses
similar codon usage	in-context	pangolin P1E virus
similarities	entails	retains
similarities	has-property	90%
similarities	has-property	sequence
similarities	in-context	Coronavirus
similarity	entails	preserved
similarity	has-property	genetic
similarity	has-property	reduced
similarity	in-context	amino acid
similarity	in-context	genome
similarity	in-context	proteome
similarity	in-context	sequences
similarity	same-as	90%
similarity	subject	2019-nCoV
similarity	subject	Guangdong pangolin
similarity	subject	RBD protein sequences
similarity	subject	genome
similarity	subject	proteins
similarity	target	genome
similarity	target	proteins
similarity	target	proteome
simpler	in-context	RT-PCR
singlestranded	has-part	length
sister	in-context	COVID-19-related CoV
site	has-property	active
site	in-context	oriI locus
sites	has-property	binding
sites	has-property	two
sites	in-context	amino acid
situation	causes	mental health problems
situation	has-property	severe
situation	in-context	COVID-19
situations	has-property	transmission
situations	in-context	transmission
six of 15	same-as	40%
smokers	is-a	patient
smokers	is-a	patients
snRNA	has-property	level
social avoidance	causes	reduce
social network	has-property	local
solve	causes	exhibits
solve	subject	method
solve	target	operations
solved structure	in-context	SARS-CoV-2 3CL pro (PDB ID: 6LU7)
solved structure	in-time	recently
some	in-context	patients
sore throat	is-a	associated
sore throat	is-a	symptoms
source	in-context	aerosol
source	in-context	variation
source	is-a	origins
sources	in-context	data
species	has-property	other
species	in-context	fluctuations
species	in-context	rhinovirus
specific	has-property	relatively
specific	in-context	COVID-19
specific	in-context	have
specific	in-place	COVID-19
specific	target	distribution
specific	target	lesion
specific residues	in-place	tail fiber
specificity	in-context	reaction
specimens	has-property	clinical
specimens	in-context	swab
specimens	in-context	tract
specimens	in-place	upper respiratory tract
spectral profile	has-property	near-infrared
spectral profile	has-property	unique
spectrum of severity	has-property	wide
speeds	causes	decrease
spike	has-property	viral
splitting	causes	leads
splitting	causes	learning
splitting	in-context	original virus genome sequence
splitting	target	virus genome sequence
sporulation	has-property	Domestication impairing
sporulation	in-context	yeast
sporulation	subject	yeast
sporulation	subject	yeasts
sporulation strategy	same-as	entered
spread	entails	spread
spread	has-property	currently
spread	has-property	dynamics
spread	has-property	faster
spread	has-property	global
spread	has-property	quickly
spread	has-property	rapid
spread	has-property	rapidly
spread	has-property	unique capacities
spread	in-context	COVID-19
spread	in-context	SARS-CoV-2
spread	in-context	community
spread	in-context	contact
spread	in-context	incubation
spread	in-context	period
spread	in-context	person to person
spread	in-context	quickly
spread	in-place	Hubei Province
spread	in-place	Wuhan
spread	in-place	Wuhan city
spread	in-place	cities
spread	in-place	community
spread	in-place	holes
spread	in-place	provinces
spread	in-time	currently
spread	subject	COVID-19
spread	subject	SARS-CoV-2
spread	subject	epidemic
spread	subject	events
spread	subject	persons
spread	subject	virus
spread	target	85
spread	target	COVID-19
spread	target	development
spread	target	functions
spread	target	individuals
spread	target	others
spread	target	person to person
spread	target	to
spread	target	worldwide
spreading	causes	transmissibility
spreading	has-property	currently
spreading	has-property	further
spreading	has-property	rapid
spreading	in-context	Covid-19
spreading	in-place	268
spreading	in-place	Wuhan
spreading	in-place	countries
spreading	in-place	regions
spreading	subject	2019-nCoV
spreading	subject	COVID-19
spreading	subject	Covid-19
spreading	subject	SARS-CoV-2
spreading	subject	epidemics
spreading	subject	virus
spreading	target	cities
spreading	target	countries
spreading	target	epidemics
spreading	target	regions
spreads	causes	reduce
spreads	entails	reduce
spreads	in-context	human
spreads	in-context	human to human
spreads	subject	COVID-19
spreads	target	human
sputum	has-property	insidious
sputum	has-property	prominent
sputum	is-a	symptoms
stabilize	target	viral spike
stabilizes	subject	coordination
stabilizes	target	ATP
stabilizes	target	molecule
stage	has-property	early
stage	has-property	initial
stage	in-context	COVID-19
stage	in-context	onset
stage	in-time	time-lapse
standardized management	causes	best clinical response
start	subject	transmission
start	target	transmission
starvation	causes	pursued
starvation	causes	sporulation
starvation	has-property	extreme
state	has-property	transition
statistical analysis	causes	percentage
statistical analysis	entails	percentage
statistics	has-property	daily
status	has-property	unknown
stay	has-property	10 days
stay	has-property	median
stay	in-context	hospital
stay	in-context	median
stay	in-place	hospital
stay	in-time	10 days
stay	subject	patients
stay	target	patients
steepest	has-property	descent
stem cells	has-property	transcriptomic signature
stemming	in-time	so far
stemming	target	drugs
stemming	target	growth
stemming	target	viral growth
steps	in-context	steepest
stimulate	subject	SARS-CoV
stimulate	subject	mRNA pseudoknot
stimulate	target	-1 PRF
stimulate	target	rates
stoichiometry	has-property	different
stoichiometry	has-property	similar
stoichiometry	in-context	Ca 2+
stoichiometry	in-context	MERS-CoV
stop	subject	9-amino acridine complex formation
stop	target	movement
storms	in-place	patients
strain	in-context	COVID-19
strains	has-property	evolutionarily convergent
strains	has-property	inbred
strains	has-property	lab
strains	has-property	sister
strains	has-property	wild
strains	in-context	bacterial
strains	in-context	coronavirus
strains	in-context	fluctuations
strains	is-a	genomes
strategy	in-context	genetic intervention
strength	has-property	constant
strength	in-context	epidemic
strength	in-context	intervention
stress	has-property	psychological
stress	in-context	GP
stress	in-context	staff
stress	is-a	mental health problems
stretch	entails	destabilize
stretch	has-property	homopolymeric
stretch	has-property	short
stretch	target	nucleotides
strongyloidiasis	has-property	prevalence
structural biology	has-part	studies
structurally	has-property	unique
structure	has-property	co-crystal
structure	has-property	crystal
structure	has-property	published
structure	has-property	solved
structure	in-context	NSP7
structure	in-context	SARS-CoV NSP7
structure	in-context	SARS-CoV NSP8
structures	has-property	contractile
structures	has-property	ring
studies	causes	ACE2
studies	entails	lower
studies	entails	prevent
studies	has-property	Phylogenetic
studies	has-property	Previous
studies	has-property	in vitro
studies	in-context	structural biology
studies	in-context	viral genomics
study	causes	SARS-CoV-2
study	causes	main protease
study	has-property	data
study	has-property	population
study	has-property	recent
study	in-time	Previous
study	in-time	future
study	subject	tools
study	target	law
sub-cellualr	in-context	level
subclinical cases	causes	affect
subclinical cases	same-as	People
subjects	has-property	testing
subjects	in-context	40%
subjects	in-context	negative testing
subjects	in-context	six of 15 (40%)
subsample	in-time	February 2-15
subspecies	has-property	simultaneously
subspecies	in-context	two to three
substituent	has-property	isopropyl ether 172
substituent	target	naphthyl ring system
substitution	causes	decreased
substitution	has-part	RaTG13 strain
substitution	has-part	SARS-CoV-2
substitution	has-property	K276R
substitution	has-property	found
substitution	has-property	r-selected
substitution	has-property	synonymous
substrate	has-property	poor
subtype	has-part	COVID-19
subtype	has-property	high risk
subtype	has-property	mild
subtype	has-property	potentia
subtype	has-property	potential
subtype	has-property	risk
subtype	in-context	COVID-2019
success	in-context	management
success	in-context	treatment
suffer	in-context	COVID-19
suffer	in-time	epidemic
suffer	subject	data
suffer	subject	families
suffer	target	bias
suffer	target	problems
suffered	subject	patients
suffered	target	levels of prealbumin
suffered	target	liver injury
sufficient	in-context	prevention
sugar	has-property	concentrated
sugar	has-property	concentrations
sugar	has-property	fermentation
sugar	has-property	rare
sugar	same-as	it
suggest	subject	results
suggest	target	high
suggest	target	people
suggest	target	required
suggested	in-context	SARS-CoV-2
suggested	subject	Liu
suggested	subject	composite plots
suggested	subject	correlation
suggested	subject	patterns
suggested	subject	results
suggested	target	cellular pathology
suggested	target	monkeys
suggested	target	remdesivir
suggested	target	selection
suggested	target	varied
suggesting	subject	data
suggesting	subject	levels
suggesting	subject	marker
suggesting	target	infection
suggesting	target	pneumonia
suggesting	target	super-transmission events
suggests	subject	COVID-19 cases
suggests	subject	difference
suggests	subject	estimation
suggests	target	SARS-CoV-2
suggests	target	decrease
suggests	target	may be
suggests	target	serial intervals estimates
suggests	target	will result
super-transmission events	in-context	COVID-19 transmission
superspreading	entails	control
superspreading	has-property	unlikely
support	has-property	adequate
support	in-context	hemodynamic
supporting	has-property	strongly
supporting	subject	evidence
supporting	subject	results
supporting	target	action
supporting	target	role
supports	subject	This
supports	target	robustness
suppress	in-context	clear
suppress	subject	primers
suppress	target	formation
suppressed	target	host gene expression
suppression	has-property	immune
suppression	has-property	innate
surveillance	has-property	essential
surveillance	in-context	clinical description
surveillance	in-context	swabbing
surveillance	in-context	swabbing GPs
surveillance	in-time	period
surveillance	target	SARS-CoV-2
survival	in-context	patients
survival	subject	viruses
survival time	has-property	under various environmental conditions
survival time	has-property	up to 4 days
survival time	subject	makes
survive	in-context	low temperatures
susceptibility	causes	number
susceptibility	has-property	disparities
susceptibility	has-property	less
susceptibility	in-context	MERS-Cov
susceptibility	in-context	SARS-Cov
susceptible	has-property	more
susceptible	in-context	SARS-CoV-2
susceptible	in-context	female
susceptible	in-context	immunity
susceptible	in-context	underlying disease
susceptible	subject	Children
susceptible	subject	male
susceptible	target	SARS-CoV-2
susceptible	target	female
suspected	has-property	21.1%
suspected	in-context	COVID-19
suspected	in-context	patients
suspected	subject	mothers
suspected	target	pneumonia
swab	has-property	nasopharyngeal
swab	has-property	positive
swab	in-context	309 COVID-19
swab	in-context	RT-PCR
swab	in-context	specimens
swab	is-a	RT-PCR
swab specimens	in-place	nasopharyngeal
swabbing	in-context	GPs
swabs	has-property	pharyngeal
